Capabilities,SubCapability,TEBStatus,NameofTools,Version,ToolDescription,StandardsComments,EANotes,Manufacturer,StandardCategory,EAReferenceID,MetaTags,MetaTagsDescription,CapabilityManager
Observability,APM,Approved,Dynatrace,2026.1,Dynatrace is used for apm within the observability domain.,Approved for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Dynatrace,Strategic,EA-STD-0295,observability;apm;enterprise;standard,,
Observability,APM,Approved,Dynatrace,2026.2,Dynatrace is used for apm within the observability domain.,Approved for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Dynatrace,Standard,EA-STD-0296,observability;apm;enterprise;standard,,
Observability,APM,Conditional,Dynatrace,2026.3,Dynatrace is used for apm within the observability domain.,Conditional for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Dynatrace,Allowed,EA-STD-0297,observability;apm;enterprise;standard,,
Observability,Tracing,UnderReview,OpenTelemetry,2026.4,OpenTelemetry is used for tracing within the observability domain.,UnderReview for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenTelemetry,Restricted,EA-STD-0298,observability;tracing;enterprise;standard,,
Observability,Tracing,Deprecated,OpenTelemetry,2026.5,OpenTelemetry is used for tracing within the observability domain.,Deprecated for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenTelemetry,Sunset,EA-STD-0299,observability;tracing;enterprise;standard,,
Observability,Tracing,Exception,OpenTelemetry,2026.1,OpenTelemetry is used for tracing within the observability domain.,Exception for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenTelemetry,Strategic,EA-STD-0300,observability;tracing;enterprise;standard,,
Observability,Tracing,Approved,Jaeger,2026.2,Jaeger is used for tracing within the observability domain.,Approved for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jaeger,Standard,EA-STD-0301,observability;tracing;enterprise;standard,,
Observability,Tracing,Approved,Jaeger,2026.3,Jaeger is used for tracing within the observability domain.,Approved for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jaeger,Allowed,EA-STD-0302,observability;tracing;enterprise;standard,,
Observability,Tracing,Approved,Jaeger,2026.4,Jaeger is used for tracing within the observability domain.,Approved for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jaeger,Restricted,EA-STD-0303,observability;tracing;enterprise;standard,,
Observability,Tracing,Conditional,Zipkin,2026.5,Zipkin is used for tracing within the observability domain.,Conditional for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zipkin,Sunset,EA-STD-0304,observability;tracing;enterprise;standard,,
Observability,Tracing,UnderReview,Zipkin,2026.1,Zipkin is used for tracing within the observability domain.,UnderReview for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zipkin,Strategic,EA-STD-0305,observability;tracing;enterprise;standard,,
Observability,Tracing,Deprecated,Zipkin,2026.2,Zipkin is used for tracing within the observability domain.,Deprecated for Tracing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zipkin,Standard,EA-STD-0306,observability;tracing;enterprise;standard,,
Observability,Alerting,Exception,PagerDuty,2026.3,PagerDuty is used for alerting within the observability domain.,Exception for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",PagerDuty,Allowed,EA-STD-0307,observability;alerting;enterprise;standard,,
Observability,Alerting,Approved,PagerDuty,2026.4,PagerDuty is used for alerting within the observability domain.,Approved for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",PagerDuty,Restricted,EA-STD-0308,observability;alerting;enterprise;standard,,
Observability,Alerting,Approved,PagerDuty,2026.5,PagerDuty is used for alerting within the observability domain.,Approved for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",PagerDuty,Sunset,EA-STD-0309,observability;alerting;enterprise;standard,,
Observability,Alerting,Approved,Opsgenie,2026.1,Opsgenie is used for alerting within the observability domain.,Approved for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Opsgenie,Strategic,EA-STD-0310,observability;alerting;enterprise;standard,,
Observability,Alerting,Conditional,Opsgenie,2026.2,Opsgenie is used for alerting within the observability domain.,Conditional for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Opsgenie,Standard,EA-STD-0311,observability;alerting;enterprise;standard,,
Observability,Alerting,UnderReview,Opsgenie,2026.3,Opsgenie is used for alerting within the observability domain.,UnderReview for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Opsgenie,Allowed,EA-STD-0312,observability;alerting;enterprise;standard,,
Observability,Alerting,Deprecated,VictorOps,2026.4,VictorOps is used for alerting within the observability domain.,Deprecated for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",VictorOps,Restricted,EA-STD-0313,observability;alerting;enterprise;standard,,
Observability,Alerting,Exception,VictorOps,2026.5,VictorOps is used for alerting within the observability domain.,Exception for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",VictorOps,Sunset,EA-STD-0314,observability;alerting;enterprise;standard,,
Observability,Alerting,Approved,VictorOps,2026.1,VictorOps is used for alerting within the observability domain.,Approved for Alerting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",VictorOps,Strategic,EA-STD-0315,observability;alerting;enterprise;standard,,
Networking,DNS,Approved,Azure DNS,2026.2,Azure DNS is used for dns within the networking domain.,Approved for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0316,networking;dns;enterprise;standard,,
Networking,DNS,Approved,Azure DNS,2026.3,Azure DNS is used for dns within the networking domain.,Approved for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0317,networking;dns;enterprise;standard,,
Networking,DNS,Conditional,Azure DNS,2026.4,Azure DNS is used for dns within the networking domain.,Conditional for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0318,networking;dns;enterprise;standard,,
Networking,DNS,UnderReview,Route 53,2026.5,Route 53 is used for dns within the networking domain.,UnderReview for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Route,Sunset,EA-STD-0319,networking;dns;enterprise;standard,,
Networking,DNS,Deprecated,Route 53,2026.1,Route 53 is used for dns within the networking domain.,Deprecated for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Route,Strategic,EA-STD-0320,networking;dns;enterprise;standard,,
Networking,DNS,Exception,Route 53,2026.2,Route 53 is used for dns within the networking domain.,Exception for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Route,Standard,EA-STD-0321,networking;dns;enterprise;standard,,
Networking,DNS,Approved,Cloud DNS,2026.3,Cloud DNS is used for dns within the networking domain.,Approved for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloud,Allowed,EA-STD-0322,networking;dns;enterprise;standard,,
Networking,DNS,Approved,Cloud DNS,2026.4,Cloud DNS is used for dns within the networking domain.,Approved for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloud,Restricted,EA-STD-0323,networking;dns;enterprise;standard,,
Networking,DNS,Approved,Cloud DNS,2026.5,Cloud DNS is used for dns within the networking domain.,Approved for DNS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloud,Sunset,EA-STD-0324,networking;dns;enterprise;standard,,
Networking,Load Balancing,Conditional,Azure Application Gateway,2026.1,Azure Application Gateway is used for load balancing within the networking domain.,Conditional for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0325,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,UnderReview,Azure Application Gateway,2026.2,Azure Application Gateway is used for load balancing within the networking domain.,UnderReview for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0326,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Deprecated,Azure Application Gateway,2026.3,Azure Application Gateway is used for load balancing within the networking domain.,Deprecated for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0327,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Exception,F5 BIG-IP,2026.4,F5 BIG-IP is used for load balancing within the networking domain.,Exception for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",F5,Restricted,EA-STD-0328,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Approved,F5 BIG-IP,2026.5,F5 BIG-IP is used for load balancing within the networking domain.,Approved for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",F5,Sunset,EA-STD-0329,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Approved,F5 BIG-IP,2026.1,F5 BIG-IP is used for load balancing within the networking domain.,Approved for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",F5,Strategic,EA-STD-0330,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Approved,NGINX,2026.2,NGINX is used for load balancing within the networking domain.,Approved for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",NGINX,Standard,EA-STD-0331,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,Conditional,NGINX,2026.3,NGINX is used for load balancing within the networking domain.,Conditional for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",NGINX,Allowed,EA-STD-0332,networking;load-balancing;enterprise;standard,,
Networking,Load Balancing,UnderReview,NGINX,2026.4,NGINX is used for load balancing within the networking domain.,UnderReview for Load Balancing. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",NGINX,Restricted,EA-STD-0333,networking;load-balancing;enterprise;standard,,
Networking,VPN,Deprecated,OpenVPN,2026.5,OpenVPN is used for vpn within the networking domain.,Deprecated for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenVPN,Sunset,EA-STD-0334,networking;vpn;enterprise;standard,,
Networking,VPN,Exception,OpenVPN,2026.1,OpenVPN is used for vpn within the networking domain.,Exception for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenVPN,Strategic,EA-STD-0335,networking;vpn;enterprise;standard,,
Networking,VPN,Approved,OpenVPN,2026.2,OpenVPN is used for vpn within the networking domain.,Approved for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",OpenVPN,Standard,EA-STD-0336,networking;vpn;enterprise;standard,,
Networking,VPN,Approved,Azure VPN Gateway,2026.3,Azure VPN Gateway is used for vpn within the networking domain.,Approved for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0337,networking;vpn;enterprise;standard,,
Networking,VPN,Approved,Azure VPN Gateway,2026.4,Azure VPN Gateway is used for vpn within the networking domain.,Approved for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0338,networking;vpn;enterprise;standard,,
Networking,VPN,Conditional,Azure VPN Gateway,2026.5,Azure VPN Gateway is used for vpn within the networking domain.,Conditional for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0339,networking;vpn;enterprise;standard,,
Networking,VPN,UnderReview,AWS VPN,2026.1,AWS VPN is used for vpn within the networking domain.,UnderReview for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Strategic,EA-STD-0340,networking;vpn;enterprise;standard,,
Networking,VPN,Deprecated,AWS VPN,2026.2,AWS VPN is used for vpn within the networking domain.,Deprecated for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Standard,EA-STD-0341,networking;vpn;enterprise;standard,,
Networking,VPN,Exception,AWS VPN,2026.3,AWS VPN is used for vpn within the networking domain.,Exception for VPN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Allowed,EA-STD-0342,networking;vpn;enterprise;standard,,
Networking,Zero Trust Network,Approved,Zscaler,2026.4,Zscaler is used for zero trust network within the networking domain.,Approved for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zscaler,Restricted,EA-STD-0343,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Approved,Zscaler,2026.5,Zscaler is used for zero trust network within the networking domain.,Approved for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zscaler,Sunset,EA-STD-0344,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Approved,Zscaler,2026.1,Zscaler is used for zero trust network within the networking domain.,Approved for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Zscaler,Strategic,EA-STD-0345,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Conditional,Cloudflare Zero Trust,2026.2,Cloudflare Zero Trust is used for zero trust network within the networking domain.,Conditional for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Standard,EA-STD-0346,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,UnderReview,Cloudflare Zero Trust,2026.3,Cloudflare Zero Trust is used for zero trust network within the networking domain.,UnderReview for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Allowed,EA-STD-0347,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Deprecated,Cloudflare Zero Trust,2026.4,Cloudflare Zero Trust is used for zero trust network within the networking domain.,Deprecated for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Restricted,EA-STD-0348,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Exception,Prisma Access,2026.5,Prisma Access is used for zero trust network within the networking domain.,Exception for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prisma,Sunset,EA-STD-0349,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Approved,Prisma Access,2026.1,Prisma Access is used for zero trust network within the networking domain.,Approved for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prisma,Strategic,EA-STD-0350,networking;zero-trust-network;enterprise;standard,,
Networking,Zero Trust Network,Approved,Prisma Access,2026.2,Prisma Access is used for zero trust network within the networking domain.,Approved for Zero Trust Network. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prisma,Standard,EA-STD-0351,networking;zero-trust-network;enterprise;standard,,
Networking,CDN,Approved,Azure Front Door,2026.3,Azure Front Door is used for cdn within the networking domain.,Approved for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0352,networking;cdn;enterprise;standard,,
Networking,CDN,Conditional,Azure Front Door,2026.4,Azure Front Door is used for cdn within the networking domain.,Conditional for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0353,networking;cdn;enterprise;standard,,
Networking,CDN,UnderReview,Azure Front Door,2026.5,Azure Front Door is used for cdn within the networking domain.,UnderReview for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0354,networking;cdn;enterprise;standard,,
Networking,CDN,Deprecated,CloudFront,2026.1,CloudFront is used for cdn within the networking domain.,Deprecated for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFront,Strategic,EA-STD-0355,networking;cdn;enterprise;standard,,
Networking,CDN,Exception,CloudFront,2026.2,CloudFront is used for cdn within the networking domain.,Exception for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFront,Standard,EA-STD-0356,networking;cdn;enterprise;standard,,
Networking,CDN,Approved,CloudFront,2026.3,CloudFront is used for cdn within the networking domain.,Approved for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFront,Allowed,EA-STD-0357,networking;cdn;enterprise;standard,,
Networking,CDN,Approved,Akamai,2026.4,Akamai is used for cdn within the networking domain.,Approved for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Akamai,Restricted,EA-STD-0358,networking;cdn;enterprise;standard,,
Networking,CDN,Approved,Akamai,2026.5,Akamai is used for cdn within the networking domain.,Approved for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Akamai,Sunset,EA-STD-0359,networking;cdn;enterprise;standard,,
Networking,CDN,Conditional,Akamai,2026.1,Akamai is used for cdn within the networking domain.,Conditional for CDN. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Akamai,Strategic,EA-STD-0360,networking;cdn;enterprise;standard,,
ITSM,ITSM Platform,UnderReview,ServiceNow ITSM,2026.2,ServiceNow ITSM is used for itsm platform within the itsm domain.,UnderReview for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Standard,EA-STD-0361,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Deprecated,ServiceNow ITSM,2026.3,ServiceNow ITSM is used for itsm platform within the itsm domain.,Deprecated for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Allowed,EA-STD-0362,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Exception,ServiceNow ITSM,2026.4,ServiceNow ITSM is used for itsm platform within the itsm domain.,Exception for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Restricted,EA-STD-0363,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Approved,BMC Helix,2026.5,BMC Helix is used for itsm platform within the itsm domain.,Approved for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BMC,Sunset,EA-STD-0364,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Approved,BMC Helix,2026.1,BMC Helix is used for itsm platform within the itsm domain.,Approved for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BMC,Strategic,EA-STD-0365,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Approved,BMC Helix,2026.2,BMC Helix is used for itsm platform within the itsm domain.,Approved for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BMC,Standard,EA-STD-0366,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Conditional,Freshservice,2026.3,Freshservice is used for itsm platform within the itsm domain.,Conditional for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Freshservice,Allowed,EA-STD-0367,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,UnderReview,Freshservice,2026.4,Freshservice is used for itsm platform within the itsm domain.,UnderReview for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Freshservice,Restricted,EA-STD-0368,itsm;itsm-platform;enterprise;standard,,
ITSM,ITSM Platform,Deprecated,Freshservice,2026.5,Freshservice is used for itsm platform within the itsm domain.,Deprecated for ITSM Platform. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Freshservice,Sunset,EA-STD-0369,itsm;itsm-platform;enterprise;standard,,
ITSM,CMDB,Exception,ServiceNow CMDB,2026.1,ServiceNow CMDB is used for cmdb within the itsm domain.,Exception for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Strategic,EA-STD-0370,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Approved,ServiceNow CMDB,2026.2,ServiceNow CMDB is used for cmdb within the itsm domain.,Approved for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Standard,EA-STD-0371,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Approved,ServiceNow CMDB,2026.3,ServiceNow CMDB is used for cmdb within the itsm domain.,Approved for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Allowed,EA-STD-0372,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Approved,Device42,2026.4,Device42 is used for cmdb within the itsm domain.,Approved for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Device42,Restricted,EA-STD-0373,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Conditional,Device42,2026.5,Device42 is used for cmdb within the itsm domain.,Conditional for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Device42,Sunset,EA-STD-0374,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,UnderReview,Device42,2026.1,Device42 is used for cmdb within the itsm domain.,UnderReview for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Device42,Strategic,EA-STD-0375,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Deprecated,iTop,2026.2,iTop is used for cmdb within the itsm domain.,Deprecated for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",iTop,Standard,EA-STD-0376,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Exception,iTop,2026.3,iTop is used for cmdb within the itsm domain.,Exception for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",iTop,Allowed,EA-STD-0377,itsm;cmdb;enterprise;standard,,
ITSM,CMDB,Approved,iTop,2026.4,iTop is used for cmdb within the itsm domain.,Approved for CMDB. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",iTop,Restricted,EA-STD-0378,itsm;cmdb;enterprise;standard,,
ITSM,Asset Management,Approved,Flexera,2026.5,Flexera is used for asset management within the itsm domain.,Approved for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flexera,Sunset,EA-STD-0379,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Approved,Flexera,2026.1,Flexera is used for asset management within the itsm domain.,Approved for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flexera,Strategic,EA-STD-0380,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Conditional,Flexera,2026.2,Flexera is used for asset management within the itsm domain.,Conditional for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flexera,Standard,EA-STD-0381,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,UnderReview,Snow,2026.3,Snow is used for asset management within the itsm domain.,UnderReview for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snow,Allowed,EA-STD-0382,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Deprecated,Snow,2026.4,Snow is used for asset management within the itsm domain.,Deprecated for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snow,Restricted,EA-STD-0383,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Exception,Snow,2026.5,Snow is used for asset management within the itsm domain.,Exception for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snow,Sunset,EA-STD-0384,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Approved,ServiceNow SAM,2026.1,ServiceNow SAM is used for asset management within the itsm domain.,Approved for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Strategic,EA-STD-0385,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Approved,ServiceNow SAM,2026.2,ServiceNow SAM is used for asset management within the itsm domain.,Approved for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Standard,EA-STD-0386,itsm;asset-management;enterprise;standard,,
ITSM,Asset Management,Approved,ServiceNow SAM,2026.3,ServiceNow SAM is used for asset management within the itsm domain.,Approved for Asset Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Allowed,EA-STD-0387,itsm;asset-management;enterprise;standard,,
ITSM,Monitoring Integration,Conditional,ServiceNow Event Mgmt,2026.4,ServiceNow Event Mgmt is used for monitoring integration within the itsm domain.,Conditional for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Restricted,EA-STD-0388,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,UnderReview,ServiceNow Event Mgmt,2026.5,ServiceNow Event Mgmt is used for monitoring integration within the itsm domain.,UnderReview for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Sunset,EA-STD-0389,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Deprecated,ServiceNow Event Mgmt,2026.1,ServiceNow Event Mgmt is used for monitoring integration within the itsm domain.,Deprecated for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ServiceNow,Strategic,EA-STD-0390,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Exception,Moogsoft,2026.2,Moogsoft is used for monitoring integration within the itsm domain.,Exception for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Moogsoft,Standard,EA-STD-0391,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Approved,Moogsoft,2026.3,Moogsoft is used for monitoring integration within the itsm domain.,Approved for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Moogsoft,Allowed,EA-STD-0392,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Approved,Moogsoft,2026.4,Moogsoft is used for monitoring integration within the itsm domain.,Approved for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Moogsoft,Restricted,EA-STD-0393,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Approved,BigPanda,2026.5,BigPanda is used for monitoring integration within the itsm domain.,Approved for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BigPanda,Sunset,EA-STD-0394,itsm;monitoring-integration;enterprise;standard,,
ITSM,Monitoring Integration,Conditional,BigPanda,2026.1,BigPanda is used for monitoring integration within the itsm domain.,Conditional for Monitoring Integration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BigPanda,Strategic,EA-STD-0395,itsm;monitoring-integration;enterprise;standard,,
